9.999999999999995559e-01,-3.083970125271872807e-18,1.863388435346435653e-17,-2.742060064678811652e-20,-6.556890868871425688e-19,-8.780836929299046216e-19,1.827677213612253086e-17,-1.694717334687768029e-18,9.420889057423414416e-18,3.013685480322502651e-17,7.642452514891783725e-17,-2.976791167865701703e-16
-3.083970125271872807e-18,1.000000000000000444e+00,-6.355917600344685774e-18,-1.392046679084284548e-19,-9.466800760348647500e-20,2.376265254839174045e-19,6.153299882585522081e-19,-6.342949322614987503e-20,3.879742326975359276e-19,7.397051759285883910e-19,3.789733498120291377e-18,-1.876420345385172613e-18
1.863388435346435653e-17,-6.355917600344685774e-18,9.999999999999993339e-01,1.006440450227408751e-18,-3.870322147989638844e-18,9.458026752211120588e-19,-2.254027699707996108e-18,5.741249846793445984e-19,4.582284779780544377e-19,-7.454653779762007051e-18,-7.464715345645231595e-18,4.607001825570498176e-17
-2.742060064678811652e-20,-1.392046679084284548e-19,1.006440450227408751e-18,1.000000000000000000e+00,-2.867990529777874312e-17,2.592511995629353162e-17,2.567496874609757787e-17,1.071064185685786396e-17,-6.280387824317634012e-18,-5.558120492624745917e-17,-5.250479467242835852e-18,-1.743620650648770649e-18
-6.556890868871425688e-19,-9.466800760348647500e-20,-3.870322147989638844e-18,-2.867990529777874312e-17,9.999999999999996669e-01,-1.220402099243249863e-16,-3.940678067750961032e-17,-1.470976035209286983e-17,-1.028493680533643303e-16,7.717412288099277603e-17,7.568711978476933940e-17,9.144837009550880442e-18
-8.780836929299046216e-19,2.376265254839174045e-19,9.458026752211120588e-19,2.592511995629353162e-17,-1.220402099243249863e-16,1.000000000000000222e+00,-6.595576590083592831e-17,-3.613094557693209537e-17,-6.092482010410658437e-17,9.563937090952958261e-17,2.172114667172629571e-17,7.571356904091071355e-18
1.827677213612253086e-17,6.153299882585522081e-19,-2.254027699707996108e-18,2.567496874609757787e-17,-3.940678067750961032e-17,-6.595576590083592831e-17,1.000000000000000444e+00,7.460658580903496728e-17,1.423909397391508140e-17,-1.652732557025102082e-17,4.814924045312057462e-17,-1.502675838681325521e-16
-1.694717334687768029e-18,-6.342949322614987503e-20,5.741249846793445984e-19,1.071064185685786396e-17,-1.470976035209286983e-17,-3.613094557693209537e-17,7.460658580903496728e-17,1.000000000000000222e+00,-9.704082283480816475e-18,1.704448350043653288e-17,-2.047055109399502052e-17,3.673205526098796911e-18
9.420889057423414416e-18,3.879742326975359276e-19,4.582284779780544377e-19,-6.280387824317634012e-18,-1.028493680533643303e-16,-6.092482010410658437e-17,1.423909397391508140e-17,-9.704082283480816475e-18,9.999999999999996669e-01,-1.930484927766222377e-16,-1.663423126289871740e-16,-7.791281794820896512e-17
3.013685480322502651e-17,7.397051759285883910e-19,-7.454653779762007051e-18,-5.558120492624745917e-17,7.717412288099277603e-17,9.563937090952958261e-17,-1.652732557025102082e-17,1.704448350043653288e-17,-1.930484927766222377e-16,1.000000000000000000e+00,3.168743245203030709e-16,-3.316094588586411866e-17
7.642452514891783725e-17,3.789733498120291377e-18,-7.464715345645231595e-18,-5.250479467242835852e-18,7.568711978476933940e-17,2.172114667172629571e-17,4.814924045312057462e-17,-2.047055109399502052e-17,-1.663423126289871740e-16,3.168743245203030709e-16,1.000000000000000222e+00,-4.051431817145944842e-17
-2.976791167865701703e-16,-1.876420345385172613e-18,4.607001825570498176e-17,-1.743620650648770649e-18,9.144837009550880442e-18,7.571356904091071355e-18,-1.502675838681325521e-16,3.673205526098796911e-18,-7.791281794820896512e-17,-3.316094588586411866e-17,-4.051431817145944842e-17,1.000000000000000222e+00
